title,categories,disposals,description,warnings
Bauschaum,Sonderabfall,"Wertstoffhof,Deponie Hannover - Sonderabfallannahmestelle","Bis zu 30 Kg (Gesamtmenge/ haushaltsübliche Mengen) Ihrer gefährlichen Abfälle täglich können Sie kostenlos auf den Wertstoffhöfen der Region Hannover oder der Deponie Hannover im Sonderabfallzwischenlager abgeben. Größere Mengen können Sie kostenpflichtig an der Sonderannahmestelle auf der Deponie Hannover abgeben. Bitte beachten Sie hierzu die Preisliste für Sonderabfall.Bitte achten Sie bei dem Transport darauf, die Gebinde gut zu kennzeichnen und auf keinen Fall mit anderen Flüssigkeiten zu vermischen. Am sichersten transportieren Sie Sonderabfälle nur dicht verschlossen in den originalen Behältern (Gebinden) sowie aufrecht stehend (z.B in einer Wanne, die Behälter aufrecht hält).Wichtig: Nutzen Sie bitte die Abgabezeiten für Gewerbekunden (Mo. bis Do. von 7.00 – 14.00 Uhr und Fr. von 7.00 – 12.00 Uhr), wenn Sie größere Mengen an Sonderabfällen abgeben wollen.Ausgehärtete Schaum ist ungefährlich, er kann als Restabfall über den Restabfall entsorgt werden. ",
Butterbrotpapier,Restabfall,Restabfalltonne,"Butterbrotpapier gehört in den Restabfallbehälter. Es ist ein oberflächenbehandeltes Papier, das nach Gebrauch verschmutzt ist.",
Autobatterie,Sonderabfall,"Wertstoffhof,Deponie Hannover - Sonderabfallannahmestelle","Gültig ab dem 01.01.2026 Batteriekategorie Gerätebatterien und -akkus (bis zu einer Größe von 500g je Stück)aha nimmt Gerätebatterien, z. B. aus Taschenlampen, Uhren, Radios usw. in haushaltsüblichen Kleinmengen an. Diese Batterien können Sie täglich kostenlos auf den Wertstoffhöfen der Region Hannover, den Wertstoffhöfen auf den Deponien in Burgdorf und Kolenfeld oder im Sonderabfallzwischenlager der Deponie Hannover abgeben. Diese Batterien werden auch im Fachhandel zurückgenommen. Hinweis: Bitte kleben Sie vor der Abgabe die beiden Pole der lithiumhaltigen Batterien mit Klebestreifen ab. Es werden nur lithiumhaltige Batterien angenommen, bei denen durch das Abkleben beider Pole mit einem Klebestreifen die Auslösung eines Brandes verringert wird. Batteriekategorie Gerätebatterien und -akkus (über 500g bis 5 kg je Stück) und LV- Batterien (bis 25kg je Stück)Ausgediente Akkus aus Geräten und leichten Verkehrsmitteln (LV), von E-Bikes, E-Scootern und Motorrädern, werden nur auf der Deponie Hannover im Sonderabfallzwischenlager Lahe entgegengenommen.Diese Batterien müssen auch im Fachhandel zurückgenommen werden. Hinweis: Bitte kleben Sie vor der Abgabe die beiden Pole der Batterien mit Klebestreifen ab. Es werden nur Batterien angenommen, bei denen durch das Abkleben beider Pole mit einem Klebestreifen die Auslösung eines Brandes verringert wird.  Batteriekategorie StarterbatterienNur Starterbatterien auf Bleibasis von PKW, LKW sowie Motorrädern können Sie kostenlos auf den Wertstoffhöfen der Region Hannover oder der Deponie Hannover im Sonderabfallzwischenlager abgeben.Diese Batterien müssen auch im Fachhandel zurückgenommen werden.Insbesondere lithiumhaltige Starterbatterien können weder auf den Wertstoffhöfen der Region Hannover noch der Deponie Hannover im Sonderabfallzwischenlager abgegeben werden. Bitte geben Sie diese an den Fachhandel zurück. Batteriekategorien Elektrofahrzeugbatterien und IndustriebatterienIndustrie- und Elektrofahrzeugbatterien werden von aha nicht angenommen. Bitte geben Sie diese an den Fachhandel zurück. Dazu gehören auch Gerätebatterien größer 5kg je Stück und LV-Batterien größer 25kg je Stück, wenn es sich nicht um eine Starterbatterie handelt.  ",
Auftausalz,Sonderabfall,"Wertstoffhof,Deponie Hannover - Sonderabfallannahmestelle","Bis zu 30kg (Gesamtmenge/ haushaltsübliche Mengen) Ihrer gefährlichen Abfälle, können Sie täglich kostenlos auf allen Wertstoffhöfen abgeben. Auf den Wertstoffhöfen der Region werden Sonderabfälle in Gebinden bis zu einer Größe von max. 10 Litern entgegengenommen. Größere Mengen oder Gebinde können kostenpflichtig an der Sonderannahmestelle auf der Deponie Hannover Lahe abgeben. Gebinde über 10 Liter sind ebenfalls an der Deponie in Hannover anzuliefern.Bitte beachten Sie die Mengenbegrenzung der einzelnen Abfälle, auf der Preisliste für Sonderabfall.Bitte achten Sie bei dem Transport darauf, die Gebinde gut zu kennzeichnen und auf keinen Fall mit anderen Flüssigkeiten zu vermischen. Am sichersten transportieren Sie Sonderabfälle nur dicht verschlossen in den originalen Behältern (Gebinden) sowie aufrechtstehend (z.B. in einer Wanne, die Behälter aufrecht hält).Wichtig: Nutzen Sie bitte die Abgabezeiten für Gewerbekunden (Mo. bis Do. von 7.00 – 14.00 Uhr und Fr. von 7.00 – 12.00 Uhr), wenn Sie größere Mengen an Sonderabfällen abgeben wollen.",
Ätznatron,Sonderabfall,"Wertstoffhof,Deponie Hannover - Sonderabfallannahmestelle","Bis zu 30kg (Gesamtmenge/ haushaltsübliche Mengen) Ihrer gefährlichen Abfälle, können Sie täglich kostenlos auf allen Wertstoffhöfen abgeben. Auf den Wertstoffhöfen der Region werden Sonderabfälle in Gebinden bis zu einer Größe von max. 10 Litern entgegengenommen. Größere Mengen oder Gebinde können kostenpflichtig an der Sonderannahmestelle auf der Deponie Hannover Lahe abgeben. Gebinde über 10 Liter sind ebenfalls an der Deponie in Hannover anzuliefern.Bitte beachten Sie die Mengenbegrenzung der einzelnen Abfälle, auf der Preisliste für Sonderabfall.Bitte achten Sie bei dem Transport darauf, die Gebinde gut zu kennzeichnen und auf keinen Fall mit anderen Flüssigkeiten zu vermischen. Am sichersten transportieren Sie Sonderabfälle nur dicht verschlossen in den originalen Behältern (Gebinden) sowie aufrechtstehend (z.B. in einer Wanne, die Behälter aufrecht hält).Wichtig: Nutzen Sie bitte die Abgabezeiten für Gewerbekunden (Mo. bis Do. von 7.00 – 14.00 Uhr und Fr. von 7.00 – 12.00 Uhr), wenn Sie größere Mengen an Sonderabfällen abgeben wollen.",
"Äste, dicke",,Deponie,"Bis zu 1m ³ Ihrer Rodungsmaterialen wie Wurzelballen, Stammhölzer oder Stubben (mit einem Durchmesser über 15cm) können kostenlos auf den drei Deponien der Region Hannover abgegeben werden. Eine Annahme von Rodungsmaterialien auf den Wertstoffhöfen ist nicht möglich. Kleineres Wurzelmaterial können Sie über die kostenlose Grünabfallabgabestelle auf den Deponien entsorgen. Sollten Sie einmal eine größere Menge an Wurzelballen als 1 m³ entsorgen wollen, können Sie diese kostenpflichtig auf unseren Deponien anliefern.",
Asphalt,,,"Asphalt, Teer oder Straßenaufbruch werden weder auf den Deponien noch den Wertstoffhöfen von aha entgegengenommen. Bitte wenden Sie sich für die Entsorgung von Asphalt an einen externen Entsorger aus dem Branchenbuch/-verzeichnis oder dem Internet.",
Aquariumkies,,"Wertstoffhof,Deponie","Bis zu 1m ³ reinen Kies können Sie täglich auf den Wertstoffhöfen oder den Deponien der Region Hannover kostenlos entsorgen. Bitte beachten Sie, dass möglichst keine Erde an dem Kies haftet.",
Asche,Restabfall,Restabfalltonne,"Holz-, Stein- und Braunkohlen- sowie Grillkohlenaschen gehören in den Restabfallbehälter, wenn sie vollständig ausgekühlt ist. Asche ist meistens belastet und darf daher weder auf den Kompost, noch in die Bio-Tonne gegeben werden.",
Asbestzement,Sonderabfall,Deponie Hannover - Sonderabfallannahmestelle,"Asbestzementabfälle zählen zur Gruppe der gefährlichen Abfälle (Sonderabfall). Bis zu 16 kg luftdicht verpacktes Asbest wird auf der Deponie Hannover gebührenfrei entgegengenommen. Bitte melden Sie Ihre Anlieferung unbedingt vorher telefonisch an: 0511 9911- 678 29 oder 0511 9911- 479 61.Belastete Fußbodenplatten oder -belägen müssen ebenfalls luftdicht verpackt angeliefert werden, bis zu 16 kg an Asbestbelasteten Fußbodenbelägen aus Privathaushalten werden kostenlos nach Anmeldung auf der Deponie Lahe entgegengenommen.Hinweise zur Entsorgung und eine Gebührenübersicht finden Sie auf unserem Infoblatt Asbestannahme.",
Aquarium (leer),"Wertstoff,Sperrabfall","Wertstoffhof,Deponie","Leere Aquarien können auf den Wertstoffhöfen und Deponien kostenfrei über die Sperrabfallcontainer entsorgt werden. Bitte erkundigen Sie sich vor der Entsorgung bei dem jeweilig zuständigen Personal in welchen Container das Aquarium entsorgt werden darf, da sonst eine zu hohe Verletzungsgefahr besteht. Wichtig: Leere Aquarien werden nicht bei der kostenfreien Sperrabfuhr mitgenommen.",
Anstreichfarbe,Sonderabfall,"Wertstoffhof,Deponie Hannover - Sonderabfallannahmestelle","Bis zu 30kg (Gesamtmenge/ haushaltsübliche Mengen) Ihrer gefährlichen Abfälle, können Sie täglich kostenlos auf allen Wertstoffhöfen abgeben. Auf den Wertstoffhöfen der Region werden Sonderabfälle in Gebinden bis zu einer Größe von max. 10 Litern entgegengenommen. Größere Mengen oder Gebinde können kostenpflichtig an der Sonderannahmestelle auf der Deponie Hannover Lahe abgeben. Gebinde über 10 Liter sind ebenfalls an der Deponie in Hannover anzuliefern.Bitte beachten Sie die Mengenbegrenzung der einzelnen Abfälle, auf der Preisliste für Sonderabfall.Bitte achten Sie bei dem Transport darauf, die Gebinde gut zu kennzeichnen und auf keinen Fall mit anderen Flüssigkeiten zu vermischen. Am sichersten transportieren Sie Sonderabfälle nur dicht verschlossen in den originalen Behältern (Gebinden) sowie aufrechtstehend (z.B. in einer Wanne, die Behälter aufrecht hält).Wichtig: Nutzen Sie bitte die Abgabezeiten für Gewerbekunden (Mo. bis Do. von 7.00 – 14.00 Uhr und Fr. von 7.00 – 12.00 Uhr), wenn Sie größere Mengen an Sonderabfällen abgeben wollen.",
Angel,,"Wertstoffhof,Restabfalltonne,Sperrabfallabholung","Angeln aus Fieberglas können kostenfrei auf den Wertstoffhöfen der Region Hannover über den Sperrabfallcontainer entsorgt werden. Bitte entsorgen Sie Zubehörteile wie Rollen oder ähnliches über den Metallcontainer.Angeln, die sich zusammenschieben lassen, könnten über die Restabfalltonne entsorgt werden.",
Ammoniak,Sonderabfall,"Wertstoffhof,Deponie Hannover - Sonderabfallannahmestelle","Bis zu 30kg (Gesamtmenge/ haushaltsübliche Mengen) Ihrer gefährlichen Abfälle, können Sie täglich kostenlos auf allen Wertstoffhöfen abgeben. Auf den Wertstoffhöfen der Region werden Sonderabfälle in Gebinden bis zu einer Größe von max. 10 Litern entgegengenommen. Größere Mengen oder Gebinde können kostenpflichtig an der Sonderannahmestelle auf der Deponie Hannover Lahe abgeben. Gebinde über 10 Liter sind ebenfalls an der Deponie in Hannover anzuliefern.Bitte beachten Sie die Mengenbegrenzung der einzelnen Abfälle, auf der Preisliste für Sonderabfall.Bitte achten Sie bei dem Transport darauf, die Gebinde gut zu kennzeichnen und auf keinen Fall mit anderen Flüssigkeiten zu vermischen. Am sichersten transportieren Sie Sonderabfälle nur dicht verschlossen in den originalen Behältern (Gebinden) sowie aufrechtstehend (z.B. in einer Wanne, die Behälter aufrecht hält).Wichtig: Nutzen Sie bitte die Abgabezeiten für Gewerbekunden (Mo. bis Do. von 7.00 – 14.00 Uhr und Fr. von 7.00 – 12.00 Uhr), wenn Sie größere Mengen an Sonderabfällen abgeben wollen.",
Ameisengift,Sonderabfall,"Wertstoffhof,Deponie Hannover - Sonderabfallannahmestelle","Bis zu 30kg (Gesamtmenge/ haushaltsübliche Mengen) Ihrer gefährlichen Abfälle, können Sie täglich kostenlos auf allen Wertstoffhöfen abgeben. Auf den Wertstoffhöfen der Region werden Sonderabfälle in Gebinden bis zu einer Größe von max. 10 Litern entgegengenommen. Größere Mengen oder Gebinde können kostenpflichtig an der Sonderannahmestelle auf der Deponie Hannover Lahe abgeben. Gebinde über 10 Liter sind ebenfalls an der Deponie in Hannover anzuliefern.Bitte beachten Sie die Mengenbegrenzung der einzelnen Abfälle, auf der Preisliste für Sonderabfall.Bitte achten Sie bei dem Transport darauf, die Gebinde gut zu kennzeichnen und auf keinen Fall mit anderen Flüssigkeiten zu vermischen. Am sichersten transportieren Sie Sonderabfälle nur dicht verschlossen in den originalen Behältern (Gebinden) sowie aufrechtstehend (z.B. in einer Wanne, die Behälter aufrecht hält).Wichtig: Nutzen Sie bitte die Abgabezeiten für Gewerbekunden (Mo. bis Do. von 7.00 – 14.00 Uhr und Fr. von 7.00 – 12.00 Uhr), wenn Sie größere Mengen an Sonderabfällen abgeben wollen.",
Aluminium,Wertstoff,"Wertstoffhof,Gelbe Tonne",Aluminiumdeckel von Joghurt- und Sahnebechern oder auch die Aluschalen der Teelichter können gesammelt und über die Wertstoffsammlung in der Wertstofftonne verwertet werden. Größere Aluminiumteile können beim Schrotthandel oder kostenfrei bei den Wertstoffhöfen abgegeben werden.,
Ambrosia,,"Wertstoffhof,Deponie","Bitte verpacken Sie die giftigen Pflanzen gut und gesondert von anderen Materialien.Bis zu 1 m³ (Gesamtmenge/ haushaltsübliche Mengen) Ihrer giftigen oder invasiven Pflanzen täglich können Sie kostenlos auf den Wertstoffhöfen der Region Hannover (im Sperrabfall) abgeben. Größere Mengen können Sie kostenpflichtig an den Deponien der Region Hannover abgeben. Bitte beachten Sie hierzu die Preisliste für die Deponieanlieferung unter folgendem Link: aha Zweckverband Abfallwirtschaft Region Hannover: Abfallbehandlung und DeponienHier finden Sie die Annahmebedingungen unserer Wertstoffhofe, hier die der Deponien.",
Alufolie,,,"Da es sich bei der Alufolie nicht um eine lizenzierten Verkaufsverpackung hadelt, gehört Alufolie über den Restabfall entsorgt.Joghurtdeckel und Sahnebecherdeckel sowie Aluschalen von z.B. Teelichter können über die Wertstofftonne entsorgt werden.",
Altöl,Sonderabfall,Deponie Hannover - Sonderabfallannahmestelle,"Altöle gehören zur Gruppe der Sonderabfälle (gefährlicher Abfall). Bei Altölen besteht eine gesetzliche Rücknahmepflicht für den Handel. Die Entsorgung von den Altölen hat aus diesem Grund über den Handel zu erfolgen. Wichtig hierfür ist die Vorlage eines Kaufbeleges. Auf Grund dessen kann eine entsprechende Menge Altöl zurückgegeben werden.Sollte der Kaufbeleg nicht mehr vorliegen, so kann in Ausnahmefällen eine Entsorgung von 30 kg (haushaltsübliche Menge/Gesamtmenge) über die Sonderabfallannahme auf der Deponie Hannover erfolgen. Altöle werden nicht auf den Wertstoffhöfen angenommen.",
Altkleider,Wertstoff,"Wertstoffhof,Deponie,Deponie Hannover Lahe","Zur Entsorgung Ihrer Textilien und Schuhe ( Kleidungsstücke wie Hosen, Blusen und Mäntel, Bettwäsche, Bettzeug, Federbetten usw.) finden Sie Sammelcontainer an allen Wertstoffhöfen, den Deponien und bei vielen Supermärkten.Bitte beachten Sie:  ",
"Altholz, ungefährlicher Abfall",Sperrabfall,"Wertstoffhof,Sperrabfallabholung","Ungefährliche Abfallhölzer sind unbehandelte Hölzer, beispielsweise Voll- und Massivhölzer, Möbel, Dielen, Spanplatten, Türen aus dem Innenbereich und Holzverpackungen. Altholz wird in Kleinmengen aus Privathaushalten auf den Wertstoffhöfen angenommen (bis 1 m³ pro Tag). Größere Mengen und gewerbliche Abfälle sind kostenpflichtig an den Deponien anzuliefern. Bis zur Menge von 5 m³ holt aha auch kostenlos (größer 5 m³ gegen Gebühr) vor Ihrem Grundstück ab. Melden Sie Ihren Sperrmüll einfach online an oder vereinbaren Sie telefonisch einen Termin beim aha-Service, Tel.: 0800 - 999 11 99.",
"Altholz, gefährlicher Abfall",,Deponie Hannover Lahe,"Hölzer wie z. B. Bahnschwellen, Jägerzäune, Pfähle, Masten sind durch umwelt- und gesundheitsschädigende Holzschutzmittel belastet.Aus Privathaushalten erfolgt die Annahme an der Deponie Hannover in Lahe bis zur Menge von 1 m³ kostenlos, größere Mengen nur gegen Gebühr.Das kontaminierte Altholz wird in einem separaten Behälter gesammelt und einer gesonderten Entsorgung zugeführt.Information für Gewerbe:Kontaminiertes Altholz aus Gewerbebetrieben wird an der Deponie Hannover gebührenpflichtig in einem separaten Behälter angenommen. Bitte beachten Sie unsere Hinweise zur gewerblichen Anlieferungen größer 2 Tonnen.",
Altholz,,Wertstoffhof,"Bau- und Abburchholz:d.h. Holzabfälle ohne Störstoffe (keine Metalle, Kunststoffe, Glas), keine Holzabfälle mit schädlichen VerunreinigungenundHolzabfälle mit schädlichen Verunreinigungenz.B. Bahnschwellen, Leitungsmasten, Jägerzäune, Fenster, Außentüren und sonstige Hölzer aus dem Außenbereich (Annahme nur auf der Depoie Hannover in Lahe)Bis zu 1 m³ (Gesamtmenge/ haushaltsübliche Mengen) Ihrer Holzabfälle können Sie täglich kostenlos auf den Wertstoffhöfen der Region Hannover abgeben. Größere Mengen können Sie kostenpflichtig an den Deponien der Region Hannover abgeben. Bitte beachten Sie hierzu die Preisliste für die Deponieanlieferung. Die Annahmebedingungen unserer Deponien und Wertstoffhöfe finden Sie hier (Deponien) und hier (Wertstoffhöfe).Verdreckte Holzabfälle aus Hühnerställen, Hühner-/ oder Taubenverschlägen werden auf Grund ihrer Verschmutzung durch Tierfäkalien weder auf den Wertstoffhöfen noch auf den drei Regionsdeponien angenommen. Bitte wenden Sie sich für die Entsorgung solcher Materialien an eine Fachfirma. ",
Altauto,,,"Altfahrzeuge, Fahrzeugwracks, und Fahrzeugteile werden von zertifizierten Verwertungsbetrieben angenommen und einer Verwertung zugeführt (siehe www.gelbeseiten.de). Sie werden nicht an den Wertstoffhöfen von aha angenommen; auch bei der Sperrabfallsammlung werden sie nicht mitgenommen.In zertifizierten Verwertungsbetrieben wird Ihnen ein Verwertungsnachweis für Ihr Altfahrzeug ausgehändigt; verlangen Sie diesen unbedingt! In den Fachbetrieben werden aus diesen Fahrzeugen die Betriebsflüssigkeiten entfernt und einer fachgerechten Aufbereitung (z.B. Öle aller Art) oder Entsorgung zugeführt. Zusätzlich werden aus den Fahrzeugen die weiter einsetzbaren Ersatzteile demontiert und dem Markt zur weiteren Nutzung als kostengünstige Ersatzteile erhalten. Kabel, Metalle u.a. werden der Wiederverwertung zugeführt. Der nicht mehr nutzbare Rest des Fahrzeuges wird ordnungsgemäß entsorgt.Über unser Formular können Sie Fahrzeuge ohne Zulassung oder Fahrzeugwracks, die im öffentlichen Straßenraum stehen, melden.Im Umland wenden Sie sich bitte an die entsprechende Stadt- oder Gemeindeverwaltung, bzw. an die Region Hannover.",
